0
AlaArgfs
AlaAsnfs
AlaAsp
AlaAspfs
AlaCysfs
AlaGlnfs
AlaGlu
AlaGlufs
AlaGly
AlaGlyfs
AlaHisfs
AlaIlefs
AlaLeufs
AlaPro
AlaProfs
AlaSer
AlaSerfs
AlaTer
AlaThr
AlaThrfs
AlaVal
AlaValfs
ArgAlafs
ArgAsnfs
ArgAspfs
ArgCys
ArgGln
ArgGlnfs
ArgGlufs
ArgGly
ArgGlyfs
ArgHis
ArgHisfs
ArgIle
ArgIlefs
ArgLeu
ArgLeufs
ArgLys
ArgLysfs
ArgMet
ArgMetfs
ArgPro
ArgProfs
ArgSer
ArgSerfs
ArgTer
ArgThr
ArgThrfs
ArgTrp
ArgTrpfs
ArgTyrfs
ArgValfs
AsnAlafs
AsnArgfs
AsnAsp
AsnAspfs
AsnGlnfs
AsnGlufs
AsnHis
AsnIle
AsnIlefs
AsnLeufs
AsnLys
AsnLysfs
AsnMetfs
AsnProfs
AsnSer
AsnSerfs
AsnTer
AsnThr
AsnThrfs
AsnTyr
AsnValfs
AspAla
AspAlafs
AspArgfs
AspAsn
AspAsnfs
AspCysfs
AspGlnfs
AspGlu
AspGlufs
AspGly
AspGlyfs
AspHis
AspHisfs
AspIle
AspIlefs
AspLeufs
AspLysfs
AspMetfs
AspPhefs
AspProfs
AspSerfs
AspTer
AspThrfs
AspTrpfs
AspTyr
AspTyrfs
AspVal
AspValfs
CysAlafs
CysArg
CysAspfs
CysGlufs
CysGly
CysGlyfs
CysLeufs
CysMetfs
CysPhe
CysPhefs
CysProfs
CysSer
CysSerfs
CysTer
CysTrp
CysTrpfs
CysTyr
CysTyrfs
CysValfs
GlnAlafs
GlnArg
GlnArgfs
GlnAsnfs
GlnAspfs
GlnCysfs
GlnGlu
GlnGlufs
GlnGlyfs
GlnHis
GlnHisfs
GlnLeu
GlnLeufs
GlnLys
GlnLysfs
GlnMetfs
GlnPro
GlnProfs
GlnSerfs
GlnTer
GlnThrfs
GlnTrp
GlnTyr
GlnTyrfs
GlnVal
GlnValfs
GluAla
GluAlafs
GluArgfs
GluAsn
GluAsnfs
GluAsp
GluAspfs
GluCysfs
GluGln
GluGlnfs
GluGly
GluGlyfs
GluHisfs
GluIlefs
GluLeufs
GluLys
GluLysfs
GluPhefs
GluProfs
GluSerfs
GluTer
GluThrfs
GluVal
GluValfs
GlyAla
GlyAlafs
GlyArg
GlyArgfs
GlyAsp
GlyAspfs
GlyCys
GlyCysfs
GlyGlnfs
GlyGlu
GlyGlufs
GlyGlyfs
GlyHisfs
GlyIlefs
GlyLeufs
GlyLysfs
GlyMetfs
GlyPhefs
GlyProfs
GlySer
GlySerfs
GlyTer
GlyThrfs
GlyTrp
GlyTrpfs
GlyTyrfs
GlyVal
GlyValfs
HisAlafs
HisArg
HisArgfs
HisAsn
HisAsp
HisCysfs
HisGln
HisGlnfs
HisGlyfs
HisIlefs
HisLeu
HisLeufs
HisMetfs
HisPhefs
HisPro
HisProfs
HisSer
HisSerfs
HisThrfs
HisTyr
IleArg
IleArgfs
IleAsn
IleAsnfs
IleAspfs
IleCysfs
IleGlnfs
IleGlufs
IleGlyfs
IleHisfs
IleLeu
IleLeufs
IleLys
IleLysfs
IleMet
IleMetfs
IlePhe
IlePhefs
IleProfs
IleSer
IleSerfs
IleTer
IleThr
IleThrfs
IleTyrfs
IleVal
IleValfs
LeuAlafs
LeuArg
LeuArgfs
LeuAspfs
LeuCysfs
LeuGln
LeuGlnfs
LeuGlufs
LeuGly
LeuGlyfs
LeuHis
LeuHisfs
LeuIle
LeuIlefs
LeuMet
LeuMetfs
LeuPhe
LeuPhefs
LeuPro
LeuProfs
LeuSer
LeuSerfs
LeuTer
LeuThrfs
LeuTrp
LeuTrpfs
LeuTyrfs
LeuVal
LeuValfs
LysArg
LysArgfs
LysAsn
LysAsnfs
LysAspfs
LysCysfs
LysGln
LysGlnfs
LysGlu
LysGlufs
LysGlyfs
LysIle
LysIlefs
LysLeufs
LysMet
LysMetfs
LysPhefs
LysProfs
LysSerfs
LysTer
LysThr
LysThrfs
LysTyrfs
LysValfs
MetAlafs
MetArg
MetArgfs
MetAsnfs
MetAspfs
MetCysfs
MetGlufs
MetGlyfs
MetHisfs
MetIle
MetIlefs
MetLeu
MetLeufs
MetLys
MetSerfs
MetTer
MetThr
MetThrfs
MetTrpfs
MetTyrfs
MetVal
MetValfs
PheAlafs
PheArgfs
PheAsnfs
PheCys
PheCysfs
PheGlnfs
PheGlyfs
PheHisfs
PheIle
PheLeu
PheLeufs
PheLysfs
PheProfs
PheSer
PheSerfs
PheTer
PheThrfs
PheTrpfs
PheTyr
PheTyrfs
PheVal
PheValfs
ProAla
ProAlafs
ProArg
ProArgfs
ProAspfs
ProCysfs
ProGln
ProGlnfs
ProGlyfs
ProHis
ProHisfs
ProLeu
ProLeufs
ProPhefs
ProSer
ProSerfs
ProTer
ProThr
ProThrfs
ProTyrfs
ProValfs
SecGly
SecTer
SerAla
SerAlafs
SerArg
SerArgfs
SerAsn
SerAsnfs
SerAspfs
SerCys
SerCysfs
SerGlnfs
SerGlufs
SerGly
SerGlyfs
SerHisfs
SerIle
SerIlefs
SerLeu
SerLeufs
SerLysfs
SerMetfs
SerPhe
SerPhefs
SerPro
SerProfs
SerTer
SerThr
SerThrfs
SerTrp
SerTrpfs
SerTyr
SerTyrfs
SerValfs
TerArgext
TerArgfs
TerCysext
TerGlnext
TerGluext
TerGlyext
TerLeuext
TerLeufs
TerLysext
TerMetfs
TerSerext
TerTrpext
TerTrpfs
TerTyrext
TerTyrfs
ThrAla
ThrAlafs
ThrArg
ThrArgfs
ThrAsn
ThrAsnfs
ThrAspfs
ThrCysfs
ThrGlnfs
ThrGlyfs
ThrHisfs
ThrIle
ThrIlefs
ThrLeufs
ThrLys
ThrLysfs
ThrMet
ThrMetfs
ThrPhefs
ThrPro
ThrProfs
ThrSer
ThrSerfs
ThrTer
ThrTrpfs
ThrTyrfs
TrpAlafs
TrpArg
TrpArgfs
TrpCys
TrpCysfs
TrpGlufs
TrpGly
TrpGlyfs
TrpLeu
TrpLeufs
TrpLys
TrpMetfs
TrpPhefs
TrpProfs
TrpSer
TrpSerfs
TrpTer
TrpThrfs
TrpTyrfs
TyrAlafs
TyrArgfs
TyrAsn
TyrAsnfs
TyrAsp
TyrCys
TyrCysfs
TyrGlnfs
TyrGlufs
TyrGlyfs
TyrHis
TyrHisfs
TyrIlefs
TyrLeufs
TyrLysfs
TyrMetfs
TyrPhe
TyrPhefs
TyrProfs
TyrSer
TyrSerfs
TyrTer
TyrThrfs
TyrTrpfs
TyrValfs
ValAla
ValAlafs
ValArgfs
ValAsn
ValAsnfs
ValAsp
ValAspfs
ValCysfs
ValGln
ValGlnfs
ValGlu
ValGlufs
ValGly
ValGlyfs
ValHisfs
ValIle
ValIlefs
ValLeu
ValLeufs
ValLysfs
ValMet
ValMetfs
ValPhe
ValPhefs
ValProfs
ValSerfs
ValTer
ValThrfs
ValTrpfs
ValTyrfs
