0
-
AADACL4
ABCA4
ABCD3
ABHD17AP3
ABL2
ACADM
ACAP3
ACBD3
ACBD6
ACKR1
ACOT11
ACOT7
ACP6
ACTG1P20
ACTG1P4
ACTL8
ADAM15
ADAM15-EFNA4
ADAM30
ADAMTS4
ADAMTSL4
ADAMTSL4-AS1
ADAMTSL4-AS2
ADAR
ADCY10
ADGRB2
ADGRL2
ADGRL4
ADIPOR1
ADORA1
ADORA3
ADPRS
AGL
AGMAT
AGO1
AGO3
AGRN
AGTRAP
AHDC1
AIDA
AIM2
AJAP1
AK2
AK5
AKNAD1
AKR1A1
AKR1D1P1
AKR7A2
AKR7A2P1
AKR7A3
ALDH4A1
ALDH9A1
ALG14
ALG14-AS1
ALG6
ALPL
ALX3
AMIGO1
AMPD1
AMPD2
AMY1A
AMY2A
AMY2B
ANGPTL1
ANGPTL3
ANGPTL7
ANKRD13C
ANKRD34A
ANKRD35
ANKRD65
ANKRD65-AS1
ANXA9
AP4B1
AP4B1-AS1
APH1A
APOA2
APOBEC4
AQP10
ARHGAP29
ARHGAP30
ARHGEF10L
ARHGEF11
ARHGEF16
ARHGEF19
ARHGEF2
ARID1A
ARL5AP3
ARL8A
ARMH1
ARNT
ARPC5
ARTN
ASAP3
ASCL5
ASH1L
ASH1L-IT1
ASPM
ASTN1
ATAD3A
ATAD3B
ATAD3C
ATF3
ATF6
ATF6-DT
ATP13A2
ATP1A1
ATP1A1-AS1
ATP1A2
ATP1A4
ATP1B1
ATP2B4
ATP6V0B
ATP6V1G3
ATP8B2
ATPAF1
ATXN7L2
AUNIP
AURKAP1
AVPR1B
AVPR1B-DT
AXDND1
AZIN2
B3GALT2
B3GALT6
B4GALT2
B4GALT3
BARHL2
BATF3
BCAN
BCAN-AS2
BCAR3
BCAR3-AS1
BCAS2
BCAS2P2
BCL10
BCL10-AS1
BCL9
BEST4
BGLAP
BLZF1
BMP8A
BMP8B
BMP8B-AS1
BNIPL
BOLA1
BPNT1
BPNT2P1
BRDT
BRI3P1
BRINP2
BRINP3
BROX
BSND
BTBD19
BTBD8
C1QA
C1QB
C1QC
C1QTNF12
C1orf105
C1orf115
C1orf116
C1orf122
C1orf127
C1orf141
C1orf146
C1orf167
C1orf210
C1orf50
C1orf54
C1orf56
C1orf74
C1orf87
C1orf94
C2CD4D-AS1
C4BPA
C4BPB
C8A
C8B
CA14
CA6
CACHD1
CACNA1E
CACNA1S
CACYBP
CADM3
CADM3-AS1
CALML6
CAMK1G
CAMSAP2
CAMTA1
CAMTA1-DT
CAP1
CAPN2
CAPN8
CAPZA1
CASP9
CASQ1
CASQ2
CASZ1
CATSPER4
CC2D1B
CCDC163
CCDC17
CCDC18
CCDC181
CCDC190
CCDC24
CCDC27
CCDC28B
CCDC30
CCN1
CCNL2
CCT3
CCT8P1
CD101
CD101-AS1
CD160
CD1A
CD1B
CD1C
CD1D
CD1E
CD2
CD244
CD247
CD34
CD46
CD48
CD52
CD55
CD58
CDA
CDC14A
CDC20
CDC20-DT
CDC42
CDC42SE1
CDC7
CDC73
CDCA4P4
CDCA8
CDCP2
CDK11B
CDKN2C
CELA2A
CELA2B
CELA3A
CELA3B
CELSR2
CENPF
CENPL
CENPS-CORT
CEP104
CEP350
CEP85
CEPT1
CERS2
CFAP126
CFAP144
CFAP276
CFAP45
CFAP57
CFAP74
CFH
CFHR1
CFHR2
CFHR3
CFHR4
CFHR5
CGN
CHD1L
CHD5
CHI3L1
CHI3L2
CHIA
CHIT1
CHRNB2
CHTOP
CIART
CKS1B
CLCA1
CLCA2
CLCA4
CLCA4-AS1
CLCC1
CLCN6
CLCNKA
CLCNKB
CLDN19
CLIC4
CLK2
CLSPN
CLSTN1
CNIH3
CNKSR1
CNR2
CNTN2
COA7
COL11A1
COL16A1
COL24A1
COL8A2
COL9A2
COP1
COPA
CORT
COX7CP2
CPT2
CPTP
CR1
CR1L
CR2
CRABP2
CRB1
CRCT1
CREB3L4
CRNN
CROCC
CRP
CRYBG2
CRYZ
CRYZL2P-SEC16B
CSDE1
CSF1
CSF3R
CSMD2
CSRP1
CTBS
CTH
CTPS1
CTRC
CTSK
CTSS
CTTNBP2NL
CYB561D1
CYP2J2
CYP4A11
CYP4A22-AS1
CYP4B1
CYP4X1
CYP4Z1
CZIB
DAB1
DAP3
DARS2
DBT
DCAF6
DCAF8
DCDC2B
DCLRE1B
DCST1
DCST1-AS1
DCST2
DDAH1
DDI2
DDOST
DDR2
DDX20
DDX59
DDX59-AS1
DEGS1
DENND1B
DENND2C
DENND2D
DENND4B
DEPDC1
DFFA
DFFB
DHCR24
DHCR24-DT
DHDDS
DHDDS-AS1
DHRS3
DHX9
DHX9-AS1
DIO1
DIPK1A
DIRAS3
DISP1
DISP3
DLGAP3
DLSTP1
DMAP1
DMBX1
DMRTA2
DMRTB1
DNAH14
DNAI3
DNAJB4
DNAJC11
DNAJC16
DNAJC6
DNALI1
DNM3
DOCK7
DOCK7-DT
DPH2
DPH5
DPM3
DPT
DPYD
DPYD-AS1
DRAM2
DRAXIN
DSTYK
DTL
DUTP6
DVL1
